Hourly measurement data supplied by UK-air on 14/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow High Street",,"Glasgow Townhead",
Latitude,,55.860936,,55.865782,,
Longitude,,-4.238214,,-4.243631,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,Central Scotland,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,"Glasgow",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2018-09-04,18:00:00,6.2,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-09-04,19:00:00,6.1,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-04,20:00:00,9,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-04,21:00:00,1.6,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS)
2018-09-04,22:00:00,7.8,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS)
2018-09-04,23:00:00,5.7,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS)
2018-09-04,24:00:00,6.7,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS)
2018-09-05,01:00:00,4.5,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-09-05,02:00:00,5.6,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-05,03:00:00,8,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS)
2018-09-05,04:00:00,4.7,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-05,05:00:00,5.9,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS)
2018-09-05,06:00:00,6.7,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS)
2018-09-05,07:00:00,8.4,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS)
2018-09-05,08:00:00,12.2,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS)
2018-09-05,09:00:00,11.2,V ugm-3 (TEOM FDMS),12.2,V ugm-3 (TEOM FDMS)
2018-09-05,10:00:00,7.5,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-09-05,11:00:00,8.7,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS)
2018-09-05,12:00:00,9.3,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS)
2018-09-05,13:00:00,9.7,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS)
2018-09-05,14:00:00,9.5,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-05,15:00:00,6,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-05,16:00:00,5.7,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS)
2018-09-05,17:00:00,2.3,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-09-05,18:00:00,8.3,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS)
2018-09-05,19:00:00,9.1,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS)
2018-09-05,20:00:00,3.3,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS)
2018-09-05,21:00:00,5.4,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS)
2018-09-05,22:00:00,4,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2018-09-05,23:00:00,0.7,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-05,24:00:00,3.4,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS)
2018-09-06,01:00:00,4.6,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS)
2018-09-06,02:00:00,3.4,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS)
2018-09-06,03:00:00,4.5,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-09-06,04:00:00,4.2,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-06,05:00:00,4.2,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-09-06,06:00:00,12.7,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS)
2018-09-06,07:00:00,11.1,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS)
2018-09-06,08:00:00,12.5,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS)
2018-09-06,09:00:00,3,V ugm-3 (TEOM FDMS),1.1,V ugm-3 (TEOM FDMS)
2018-09-06,10:00:00,3.7,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS)
2018-09-06,11:00:00,5.9,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS)
2018-09-06,12:00:00,2.7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,13:00:00,6.2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,14:00:00,3.8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,15:00:00,5.3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,16:00:00,2.3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,17:00:00,5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,18:00:00,6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,19:00:00,2.5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,20:00:00,4.1,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,21:00:00,4.3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,22:00:00,5.6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,23:00:00,5.3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-06,24:00:00,4.6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-07,01:00:00,3.7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-07,02:00:00,2.5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-07,03:00:00,3.4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-07,04:00:00,0.9,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2018-09-07,05:00:00,3.8,V ugm-3 (TEOM FDMS),-1.9,V ugm-3 (TEOM FDMS)
2018-09-07,06:00:00,2.1,V ugm-3 (TEOM FDMS),1.2,V ugm-3 (TEOM FDMS)
2018-09-07,07:00:00,5.4,V ugm-3 (TEOM FDMS),-1.5,V ugm-3 (TEOM FDMS)
2018-09-07,08:00:00,4.9,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS)
2018-09-07,09:00:00,2.2,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS)
2018-09-07,10:00:00,4.1,V ugm-3 (TEOM FDMS),0.2,V ugm-3 (TEOM FDMS)
2018-09-07,11:00:00,5.5,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-07,12:00:00,3.2,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-07,13:00:00,3.5,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS)
2018-09-07,14:00:00,3.5,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS)
2018-09-07,15:00:00,5.5,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2018-09-07,16:00:00,5.8,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-07,17:00:00,8.5,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS)
2018-09-07,18:00:00,5.4,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-07,19:00:00,6.1,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS)
2018-09-07,20:00:00,7,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-07,21:00:00,4.4,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS)
2018-09-07,22:00:00,5.5,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-07,23:00:00,3.7,V ugm-3 (TEOM FDMS),0.4,V ugm-3 (TEOM FDMS)
2018-09-07,24:00:00,4.9,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS)
2018-09-08,01:00:00,3.7,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-08,02:00:00,3.3,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-08,03:00:00,4.2,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-08,04:00:00,3.6,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS)
2018-09-08,05:00:00,4.1,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS)
2018-09-08,06:00:00,4.4,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS)
2018-09-08,07:00:00,6,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-08,08:00:00,7.1,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-09-08,09:00:00,6.9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-09-08,10:00:00,5.5,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS)
2018-09-08,11:00:00,8.9,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS)
2018-09-08,12:00:00,8.9,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-09-08,13:00:00,10.8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-09-08,14:00:00,5.7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-09-08,15:00:00,6.7,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-08,16:00:00,8.9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2018-09-08,17:00:00,7,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS)
2018-09-08,18:00:00,8.1,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-08,19:00:00,9.3,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-09-08,20:00:00,6.5,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-09-08,21:00:00,4.7,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS)
2018-09-08,22:00:00,3.6,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS)
2018-09-08,23:00:00,5.5,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-09-08,24:00:00,10.9,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS)
2018-09-09,01:00:00,11.1,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS)
2018-09-09,02:00:00,7.8,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-09-09,03:00:00,4.4,V ugm-3 (TEOM FDMS),2.4,V ugm-3 (TEOM FDMS)
2018-09-09,04:00:00,0.9,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS)
2018-09-09,05:00:00,0.2,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-09,06:00:00,1.9,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS)
2018-09-09,07:00:00,5.2,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS)
2018-09-09,08:00:00,8,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS)
2018-09-09,09:00:00,7.3,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS)
2018-09-09,10:00:00,0.4,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS)
2018-09-09,11:00:00,4.3,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-09,12:00:00,3.5,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-09,13:00:00,2.2,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS)
2018-09-09,14:00:00,3.4,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-09,15:00:00,2.6,V ugm-3 (TEOM FDMS),0.5,V ugm-3 (TEOM FDMS)
2018-09-09,16:00:00,6.1,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-09,17:00:00,6.8,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-09,18:00:00,8.5,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS)
2018-09-09,19:00:00,3.8,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS)
2018-09-09,20:00:00,3.5,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-09-09,21:00:00,4.8,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-09,22:00:00,6.5,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS)
2018-09-09,23:00:00,3.4,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-09,24:00:00,1,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-10,01:00:00,3.3,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS)
2018-09-10,02:00:00,1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-10,03:00:00,3,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS)
2018-09-10,04:00:00,3.1,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-10,05:00:00,3.8,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-10,06:00:00,2.8,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS)
2018-09-10,07:00:00,6.4,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-10,08:00:00,3.1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-10,09:00:00,6.7,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-09-10,10:00:00,6.1,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-10,11:00:00,5.5,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-10,12:00:00,7.7,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-10,13:00:00,6.8,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-10,14:00:00,6.6,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS)
2018-09-10,15:00:00,11.4,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS)
2018-09-10,16:00:00,7.9,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS)
2018-09-10,17:00:00,7.1,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-10,18:00:00,6.8,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-10,19:00:00,2,V ugm-3 (TEOM FDMS),-0.3,V ugm-3 (TEOM FDMS)
2018-09-10,20:00:00,3.3,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS)
2018-09-10,21:00:00,1.4,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS)
2018-09-10,22:00:00,3.9,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS)
2018-09-10,23:00:00,2.2,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-09-10,24:00:00,3.8,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-11,01:00:00,2.5,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-11,02:00:00,6.8,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS)
2018-09-11,03:00:00,6.4,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-09-11,04:00:00,4.2,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS)
2018-09-11,05:00:00,7.7,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-09-11,06:00:00,7.5,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS)
2018-09-11,07:00:00,9.8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-09-11,08:00:00,5.5,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-09-11,09:00:00,7.2,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS)
2018-09-11,10:00:00,11.2,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS)
2018-09-11,11:00:00,7.4,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS)
2018-09-11,12:00:00,8.6,V ugm-3 (TEOM FDMS),-1.6,V ugm-3 (TEOM FDMS)
2018-09-11,13:00:00,12.8,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-09-11,14:00:00,7.3,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS)
2018-09-11,15:00:00,11.7,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS)
2018-09-11,16:00:00,4.4,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS)
2018-09-11,17:00:00,0.9,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS)
2018-09-11,18:00:00,6.5,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2018-09-11,19:00:00,5.7,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS)
2018-09-11,20:00:00,7.7,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS)
2018-09-11,21:00:00,7.2,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-09-11,22:00:00,7.1,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-09-11,23:00:00,6.4,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS)
2018-09-11,24:00:00,7.9,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS)
2018-09-12,01:00:00,9,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS)
2018-09-12,02:00:00,2.8,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-09-12,03:00:00,2.9,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-12,04:00:00,4.8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-12,05:00:00,6.6,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS)
2018-09-12,06:00:00,5.2,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS)
2018-09-12,07:00:00,4.5,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS)
2018-09-12,08:00:00,3.4,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-09-12,09:00:00,8.3,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS)
2018-09-12,10:00:00,8.5,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-12,11:00:00,7.5,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS)
2018-09-12,12:00:00,6,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-12,13:00:00,2.5,V ugm-3 (TEOM FDMS),2.5,V ugm-3 (TEOM FDMS)
2018-09-12,14:00:00,8.3,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS)
2018-09-12,15:00:00,4.8,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-09-12,16:00:00,8.8,V ugm-3 (TEOM FDMS),4.9,V ugm-3 (TEOM FDMS)
2018-09-12,17:00:00,3.6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-12,18:00:00,6.3,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS)
2018-09-12,19:00:00,5.7,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS)
2018-09-12,20:00:00,3.1,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS)
2018-09-12,21:00:00,5.2,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-09-12,22:00:00,3.8,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-09-12,23:00:00,3.7,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS)
2018-09-12,24:00:00,6.1,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS)
2018-09-13,01:00:00,4.3,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS)
2018-09-13,02:00:00,5.1,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-13,03:00:00,3.5,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS)
2018-09-13,04:00:00,2.9,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-09-13,05:00:00,2.4,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-13,06:00:00,5.8,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS)
2018-09-13,07:00:00,4.1,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-09-13,08:00:00,4.8,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS)
2018-09-13,09:00:00,3.8,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-09-13,10:00:00,3.8,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS)
2018-09-13,11:00:00,7.6,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2018-09-13,12:00:00,9.2,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS)
2018-09-13,13:00:00,12.9,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS)
2018-09-13,14:00:00,10.5,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-09-13,15:00:00,8.9,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-09-13,16:00:00,11.6,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS)
2018-09-13,17:00:00,14.7,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-09-13,18:00:00,7.9,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS)
2018-09-13,19:00:00,6.4,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS)
2018-09-13,20:00:00,6.2,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS)
2018-09-13,21:00:00,5.3,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-09-13,22:00:00,4.1,V ugm-3 (TEOM FDMS),5.2,V ugm-3 (TEOM FDMS)
2018-09-13,23:00:00,3.1,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2018-09-13,24:00:00,2.3,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-09-14,01:00:00,4.3,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS)
2018-09-14,02:00:00,3.2,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-14,03:00:00,4.1,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-09-14,04:00:00,6.1,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS)
2018-09-14,05:00:00,2.2,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-09-14,06:00:00,5.6,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-09-14,07:00:00,4.6,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-14,08:00:00,1.8,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS)
2018-09-14,09:00:00,7.6,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-09-14,10:00:00,7.6,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-09-14,11:00:00,2.4,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS)
2018-09-14,12:00:00,4.8,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS)
2018-09-14,13:00:00,6.1,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-09-14,14:00:00,6.9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-14,15:00:00,5.8,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS)
2018-09-14,16:00:00,7.9,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS)
2018-09-14,17:00:00,7.8,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS)
2018-09-14,18:00:00,6.7,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS)
2018-09-14,19:00:00,4.7,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-09-14,20:00:00,7.8,V ugm-3 (TEOM FDMS),2.7,V ugm-3 (TEOM FDMS)
2018-09-14,21:00:00,6.7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-14,22:00:00,2.1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-09-14,23:00:00,6.4,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS)
